date,state,industry,unemployed_thousands
2019Q3,New South Wales,Education and Training,1.9789333999999998
2019Q3,New South Wales,Health Care and Social Assistance,9.594694
2019Q3,New South Wales,Manufacturing,6.73955286
2019Q3,New South Wales,"Professional, Scientific and Technical Services",8.27893585
2019Q3,Queensland,Accommodation and Food Services,12.02604933
2019Q3,Queensland,Construction,9.6808598
2019Q3,Queensland,Education and Training,2.89634174
2019Q3,Queensland,Health Care and Social Assistance,9.44076656
2019Q3,Queensland,Manufacturing,8.37933043
2019Q3,Queensland,"Professional, Scientific and Technical Services",5.40683757
2019Q3,Victoria,Accommodation and Food Services,14.126533089999999
2019Q3,Victoria,Construction,7.13946048
2019Q3,Victoria,Education and Training,3.66005757
2019Q3,Victoria,Health Care and Social Assistance,10.079446990000001
2019Q3,Victoria,Manufacturing,7.9023096200000005
2019Q3,Victoria,"Professional, Scientific and Technical Services",8.20643167
2019Q4,New South Wales,Accommodation and Food Services,15.99182093
2019Q4,New South Wales,Construction,20.17550755
2019Q4,New South Wales,Education and Training,5.76132841
2019Q4,New South Wales,Health Care and Social Assistance,9.757561209999999
2019Q4,New South Wales,Manufacturing,10.386152
2019Q4,New South Wales,"Professional, Scientific and Technical Services",4.12819224
2019Q4,Queensland,Accommodation and Food Services,12.532796909999998
2019Q4,Queensland,Construction,12.735565110000001
2019Q4,Queensland,Education and Training,5.01497286
2019Q4,Queensland,Health Care and Social Assistance,6.558431240000001
2019Q4,Queensland,Manufacturing,3.8670015799999997
2019Q4,Queensland,"Professional, Scientific and Technical Services",4.1709941100000005
2019Q4,Victoria,Accommodation and Food Services,14.16963262
2019Q4,Victoria,Construction,6.958491550000001
2019Q4,Victoria,Education and Training,5.12222914
2019Q4,Victoria,Health Care and Social Assistance,7.06912957
2019Q4,Victoria,Manufacturing,5.97191221
2019Q4,Victoria,"Professional, Scientific and Technical Services",8.31802278
2020Q1,New South Wales,Accommodation and Food Services,20.288518019999998
2020Q1,New South Wales,Construction,18.73095061
2020Q1,New South Wales,Education and Training,11.58290138
2020Q1,New South Wales,Health Care and Social Assistance,10.37336994
2020Q1,New South Wales,Manufacturing,6.75582714
2020Q1,New South Wales,"Professional, Scientific and Technical Services",9.57173394
2020Q1,Queensland,Accommodation and Food Services,16.45116693
2020Q1,Queensland,Construction,13.416508239999999
2020Q1,Queensland,Education and Training,6.13400062
2020Q1,Queensland,Health Care and Social Assistance,7.72535327
2020Q1,Queensland,Manufacturing,4.48572923
2020Q1,Queensland,"Professional, Scientific and Technical Services",4.3108308
2020Q1,Victoria,Accommodation and Food Services,19.475039680000002
2020Q1,Victoria,Construction,9.86475375
2020Q1,Victoria,Education and Training,6.97624585
2020Q1,Victoria,Health Care and Social Assistance,6.43882427
2020Q1,Victoria,Manufacturing,11.7422926
2020Q1,Victoria,"Professional, Scientific and Technical Services",10.38001714
2020Q2,New South Wales,Accommodation and Food Services,46.56639889
2020Q2,New South Wales,Construction,15.84421648
2020Q2,New South Wales,Education and Training,9.59244052
2020Q2,New South Wales,Health Care and Social Assistance,8.66937063
2020Q2,New South Wales,Manufacturing,14.62166871
2020Q2,New South Wales,"Professional, Scientific and Technical Services",17.61910707
2020Q2,Queensland,Accommodation and Food Services,30.410444319999996
2020Q2,Queensland,Construction,14.45600756
2020Q2,Queensland,Education and Training,7.078977480000001
2020Q2,Queensland,Health Care and Social Assistance,5.90282755
2020Q2,Queensland,Manufacturing,9.10758821
2020Q2,Queensland,"Professional, Scientific and Technical Services",5.57605274
2020Q2,Victoria,Accommodation and Food Services,30.017827309999998
2020Q2,Victoria,Construction,15.57297077
2020Q2,Victoria,Education and Training,10.3095771
2020Q2,Victoria,Health Care and Social Assistance,10.45275547
2020Q2,Victoria,Manufacturing,19.481422339999998
2020Q2,Victoria,"Professional, Scientific and Technical Services",12.38252116
2020Q3,New South Wales,Accommodation and Food Services,30.19991818
2020Q3,New South Wales,Construction,21.680659770000002
2020Q3,New South Wales,Education and Training,6.56527001
2020Q3,New South Wales,Health Care and Social Assistance,14.99312349
2020Q3,New South Wales,Manufacturing,12.84478511
2020Q3,New South Wales,"Professional, Scientific and Technical Services",13.897388459999998
2020Q3,Queensland,Accommodation and Food Services,17.48802574
2020Q3,Queensland,Construction,14.36750704
2020Q3,Queensland,Education and Training,7.08384445
2020Q3,Queensland,Health Care and Social Assistance,9.43318162
2020Q3,Queensland,Manufacturing,11.18723043
2020Q3,Queensland,"Professional, Scientific and Technical Services",8.99968776
2020Q3,Victoria,Accommodation and Food Services,26.96693312
2020Q3,Victoria,Construction,14.94760418
2020Q3,Victoria,Education and Training,14.78628986
2020Q3,Victoria,Health Care and Social Assistance,11.03838884
2020Q3,Victoria,Manufacturing,14.37789893
2020Q3,Victoria,"Professional, Scientific and Technical Services",6.181845490000001
2020Q4,New South Wales,Accommodation and Food Services,18.94397257
2020Q4,New South Wales,Construction,23.993165
2020Q4,New South Wales,Education and Training,8.85412382
2020Q4,New South Wales,Health Care and Social Assistance,13.64159858
2020Q4,New South Wales,Manufacturing,9.26609846
2020Q4,New South Wales,"Professional, Scientific and Technical Services",12.10510621
2020Q4,Queensland,Accommodation and Food Services,13.24442134
2020Q4,Queensland,Construction,16.55806474
2020Q4,Queensland,Education and Training,6.12232739
2020Q4,Queensland,Health Care and Social Assistance,10.6041693
2020Q4,Queensland,Manufacturing,8.084495070000001
2020Q4,Queensland,"Professional, Scientific and Technical Services",6.85618042
2020Q4,Victoria,Accommodation and Food Services,22.9508344
2020Q4,Victoria,Construction,11.92701111
2020Q4,Victoria,Education and Training,18.64473533
2020Q4,Victoria,Health Care and Social Assistance,13.768665550000001
2020Q4,Victoria,Manufacturing,4.950863050000001
2020Q4,Victoria,"Professional, Scientific and Technical Services",13.72865004
2021Q1,New South Wales,Accommodation and Food Services,20.02694318
2021Q1,New South Wales,Construction,13.5084196
2021Q1,New South Wales,Education and Training,10.50032057
2021Q1,New South Wales,Health Care and Social Assistance,9.692777079999999
2021Q1,New South Wales,Manufacturing,10.041667649999999
2021Q1,New South Wales,"Professional, Scientific and Technical Services",13.538086400000001
2021Q1,Queensland,Accommodation and Food Services,15.9542902
2021Q1,Queensland,Construction,11.35369934
2021Q1,Queensland,Education and Training,10.069553939999999
2021Q1,Queensland,Health Care and Social Assistance,10.55579146
2021Q1,Queensland,Manufacturing,8.47532831
2021Q1,Queensland,"Professional, Scientific and Technical Services",7.12116246
2021Q1,Victoria,Accommodation and Food Services,16.27954638
2021Q1,Victoria,Construction,12.49489581
2021Q1,Victoria,Education and Training,18.61441977
2021Q1,Victoria,Health Care and Social Assistance,12.2075924
2021Q1,Victoria,Manufacturing,13.32093795
2021Q1,Victoria,"Professional, Scientific and Technical Services",5.91049206
2021Q2,New South Wales,Accommodation and Food Services,16.26323811
2021Q2,New South Wales,Construction,11.85551615
2021Q2,New South Wales,Education and Training,4.4105603
2021Q2,New South Wales,Health Care and Social Assistance,8.32164915
2021Q2,New South Wales,Manufacturing,11.78392685
2021Q2,New South Wales,"Professional, Scientific and Technical Services",9.47584202
2021Q2,Queensland,Accommodation and Food Services,13.714213829999998
2021Q2,Queensland,Construction,7.8230458
2021Q2,Queensland,Education and Training,4.66353286
2021Q2,Queensland,Health Care and Social Assistance,6.90966306
2021Q2,Queensland,Manufacturing,6.67019548
2021Q2,Queensland,"Professional, Scientific and Technical Services",4.40725132
2021Q2,Victoria,Accommodation and Food Services,10.727702829999998
2021Q2,Victoria,Construction,8.9509518
2021Q2,Victoria,Education and Training,8.76140695
2021Q2,Victoria,Health Care and Social Assistance,7.44928089
2021Q2,Victoria,Manufacturing,6.77901217
2021Q2,Victoria,"Professional, Scientific and Technical Services",4.25336459
2021Q3,New South Wales,Accommodation and Food Services,26.47336379
2021Q3,New South Wales,Construction,8.97068364
2021Q3,New South Wales,Education and Training,8.38599635
2021Q3,New South Wales,Health Care and Social Assistance,11.25623071
2021Q3,New South Wales,Manufacturing,7.788473
2021Q3,New South Wales,"Professional, Scientific and Technical Services",9.98520922
2021Q3,Queensland,Accommodation and Food Services,13.31134085
2021Q3,Queensland,Construction,9.30712724
2021Q3,Queensland,Education and Training,2.7435400100000003
2021Q3,Queensland,Health Care and Social Assistance,7.7312267299999995
2021Q3,Queensland,Manufacturing,7.85603926
2021Q3,Queensland,"Professional, Scientific and Technical Services",6.15378883
2021Q3,Victoria,Accommodation and Food Services,11.92524744
2021Q3,Victoria,Construction,6.35119694
2021Q3,Victoria,Education and Training,4.56665485
2021Q3,Victoria,Health Care and Social Assistance,6.65633296
2021Q3,Victoria,Manufacturing,4.66259531
2021Q3,Victoria,"Professional, Scientific and Technical Services",4.1209278000000005
2021Q4,New South Wales,Accommodation and Food Services,17.86428965
2021Q4,New South Wales,Construction,8.64067053
2021Q4,New South Wales,Education and Training,7.9947963600000005
2021Q4,New South Wales,Health Care and Social Assistance,11.25617406
2021Q4,New South Wales,Manufacturing,8.83747948
2021Q4,New South Wales,"Professional, Scientific and Technical Services",9.953315530000001
2021Q4,Queensland,Accommodation and Food Services,11.56930431
2021Q4,Queensland,Construction,4.95096648
2021Q4,Queensland,Education and Training,1.86248288
2021Q4,Queensland,Health Care and Social Assistance,4.8563309
2021Q4,Queensland,Manufacturing,4.0276289400000005
2021Q4,Queensland,"Professional, Scientific and Technical Services",4.16341988
2021Q4,Victoria,Accommodation and Food Services,17.913745050000003
2021Q4,Victoria,Construction,6.88540026
2021Q4,Victoria,Education and Training,3.4881819099999998
2021Q4,Victoria,Health Care and Social Assistance,6.48851325
2021Q4,Victoria,Manufacturing,4.03737218
2021Q4,Victoria,"Professional, Scientific and Technical Services",10.79653971
2022Q1,New South Wales,Accommodation and Food Services,13.39773555
2022Q1,New South Wales,Construction,9.715918929999999
2022Q1,New South Wales,Education and Training,8.26060822
2022Q1,New South Wales,Health Care and Social Assistance,10.81900623
2022Q1,New South Wales,Manufacturing,3.93934047
2022Q1,New South Wales,"Professional, Scientific and Technical Services",3.91660018
2022Q1,Queensland,Accommodation and Food Services,9.52204823
2022Q1,Queensland,Construction,7.46396635
2022Q1,Queensland,Education and Training,8.63880412
2022Q1,Queensland,Health Care and Social Assistance,6.5346725900000004
2022Q1,Queensland,Manufacturing,6.13310488
2022Q1,Queensland,"Professional, Scientific and Technical Services",3.22814019
2022Q1,Victoria,Accommodation and Food Services,11.86388498
2022Q1,Victoria,Construction,5.63334151
2022Q1,Victoria,Education and Training,7.7164616299999995
2022Q1,Victoria,Health Care and Social Assistance,9.46490613
2022Q1,Victoria,Manufacturing,6.780435499999999
2022Q1,Victoria,"Professional, Scientific and Technical Services",9.2055887
2022Q2,New South Wales,Accommodation and Food Services,16.45648719
2022Q2,New South Wales,Construction,8.79405867
2022Q2,New South Wales,Education and Training,7.82408803
2022Q2,New South Wales,Health Care and Social Assistance,12.00297465
2022Q2,New South Wales,Manufacturing,7.80238856
2022Q2,New South Wales,"Professional, Scientific and Technical Services",7.9078697899999995
2022Q2,Queensland,Accommodation and Food Services,14.352984800000002
2022Q2,Queensland,Construction,6.48626677
2022Q2,Queensland,Education and Training,3.6398230700000003
2022Q2,Queensland,Health Care and Social Assistance,5.672056700000001
2022Q2,Queensland,Manufacturing,6.57381182
2022Q2,Queensland,"Professional, Scientific and Technical Services",3.07977979
2022Q2,Victoria,Accommodation and Food Services,9.83324199
2022Q2,Victoria,Construction,5.53939545
2022Q2,Victoria,Education and Training,2.4595600500000003
2022Q2,Victoria,Health Care and Social Assistance,12.85803671
2022Q2,Victoria,Manufacturing,7.25288229
2022Q2,Victoria,"Professional, Scientific and Technical Services",3.82056194
2022Q3,New South Wales,Accommodation and Food Services,19.43250561
2022Q3,New South Wales,Construction,9.49509355
2022Q3,New South Wales,Education and Training,2.9370020500000003
2022Q3,New South Wales,Health Care and Social Assistance,11.10450221
2022Q3,New South Wales,Manufacturing,3.88622452
2022Q3,New South Wales,"Professional, Scientific and Technical Services",6.25274644
2022Q3,Queensland,Accommodation and Food Services,9.77038614
2022Q3,Queensland,Construction,5.164345900000001
2022Q3,Queensland,Education and Training,1.89653143
2022Q3,Queensland,Health Care and Social Assistance,6.38103297
2022Q3,Queensland,Manufacturing,4.04156297
2022Q3,Queensland,"Professional, Scientific and Technical Services",0.18279636999999999
2022Q3,Victoria,Accommodation and Food Services,11.81421907
2022Q3,Victoria,Construction,5.18927621
2022Q3,Victoria,Education and Training,2.9583307100000003
2022Q3,Victoria,Health Care and Social Assistance,10.66276604
2022Q3,Victoria,Manufacturing,7.81631788
2022Q3,Victoria,"Professional, Scientific and Technical Services",4.86698465
2022Q4,New South Wales,Accommodation and Food Services,11.2245994
2022Q4,New South Wales,Construction,7.689330679999999
2022Q4,New South Wales,Education and Training,2.92274288
2022Q4,New South Wales,Health Care and Social Assistance,6.811493319999999
2022Q4,New South Wales,Manufacturing,4.66993491
2022Q4,New South Wales,"Professional, Scientific and Technical Services",5.05840878
2022Q4,Queensland,Accommodation and Food Services,10.35600277
2022Q4,Queensland,Construction,3.06893723
2022Q4,Queensland,Education and Training,4.3173159
2022Q4,Queensland,Health Care and Social Assistance,3.88272926
2022Q4,Queensland,Manufacturing,1.81065167
2022Q4,Queensland,"Professional, Scientific and Technical Services",2.47199147
2022Q4,Victoria,Accommodation and Food Services,8.903373329999999
2022Q4,Victoria,Construction,4.92041991
2022Q4,Victoria,Education and Training,1.0811723800000002
2022Q4,Victoria,Health Care and Social Assistance,6.6610228
2022Q4,Victoria,Manufacturing,5.50124035
2022Q4,Victoria,"Professional, Scientific and Technical Services",5.68216093
2023Q1,New South Wales,Accommodation and Food Services,10.66275162
2023Q1,New South Wales,Construction,10.54251367
2023Q1,New South Wales,Education and Training,5.14878055
2023Q1,New South Wales,Health Care and Social Assistance,7.72561814
2023Q1,New South Wales,Manufacturing,3.73115576
2023Q1,New South Wales,"Professional, Scientific and Technical Services",9.200614400000001
2023Q1,Queensland,Accommodation and Food Services,11.13441039
2023Q1,Queensland,Construction,5.30889753
2023Q1,Queensland,Education and Training,5.777669899999999
2023Q1,Queensland,Health Care and Social Assistance,6.42760517
2023Q1,Queensland,Manufacturing,4.59409957
2023Q1,Queensland,"Professional, Scientific and Technical Services",3.57597471
2023Q1,Victoria,Accommodation and Food Services,13.238676949999999
2023Q1,Victoria,Construction,5.72275206
2023Q1,Victoria,Education and Training,7.47139556
2023Q1,Victoria,Health Care and Social Assistance,8.53877478
2023Q1,Victoria,Manufacturing,5.66585859
2023Q1,Victoria,"Professional, Scientific and Technical Services",7.81709453
2023Q2,New South Wales,Accommodation and Food Services,13.1279298
2023Q2,New South Wales,Construction,5.21292148
2023Q2,New South Wales,Education and Training,4.55110953
2023Q2,New South Wales,Health Care and Social Assistance,10.66757672
2023Q2,New South Wales,Manufacturing,2.27709606
2023Q2,New South Wales,"Professional, Scientific and Technical Services",7.43826148
2023Q2,Queensland,Accommodation and Food Services,20.13282265
2023Q2,Queensland,Construction,7.16819951
2023Q2,Queensland,Education and Training,4.419069589999999
2023Q2,Queensland,Health Care and Social Assistance,6.33189788
2023Q2,Queensland,Manufacturing,5.7498315600000005
2023Q2,Queensland,"Professional, Scientific and Technical Services",4.58509927
2023Q2,Victoria,Accommodation and Food Services,12.904345130000001
2023Q2,Victoria,Construction,6.97625029
2023Q2,Victoria,Education and Training,6.79074731
2023Q2,Victoria,Health Care and Social Assistance,7.37658482
2023Q2,Victoria,Manufacturing,11.77154208
2023Q2,Victoria,"Professional, Scientific and Technical Services",4.29339811
2023Q3,New South Wales,Accommodation and Food Services,9.90789869
2023Q3,New South Wales,Construction,7.3028235299999995
2023Q3,New South Wales,Education and Training,3.65988598
2023Q3,New South Wales,Health Care and Social Assistance,10.90848717
2023Q3,New South Wales,Manufacturing,3.06622804
2023Q3,New South Wales,"Professional, Scientific and Technical Services",11.232722709999999
2023Q3,Queensland,Accommodation and Food Services,11.47012834
2023Q3,Queensland,Construction,7.55974449
2023Q3,Queensland,Education and Training,3.28622772
2023Q3,Queensland,Health Care and Social Assistance,9.363195260000001
2023Q3,Queensland,Manufacturing,3.34506339
2023Q3,Queensland,"Professional, Scientific and Technical Services",7.40644754
2023Q3,Victoria,Accommodation and Food Services,14.92925305
2023Q3,Victoria,Construction,7.005181729999999
2023Q3,Victoria,Education and Training,4.98256337
2023Q3,Victoria,Health Care and Social Assistance,5.762616619999999
2023Q3,Victoria,Manufacturing,3.26959044
2023Q3,Victoria,"Professional, Scientific and Technical Services",9.003550709999999
2023Q4,New South Wales,Accommodation and Food Services,15.5147935
2023Q4,New South Wales,Construction,9.39321908
2023Q4,New South Wales,Education and Training,6.09808102
2023Q4,New South Wales,Health Care and Social Assistance,9.55608282
2023Q4,New South Wales,Manufacturing,6.9008923
2023Q4,New South Wales,"Professional, Scientific and Technical Services",9.150587530000001
2023Q4,Queensland,Accommodation and Food Services,7.65031964
2023Q4,Queensland,Construction,6.56111001
2023Q4,Queensland,Education and Training,2.25388144
2023Q4,Queensland,Health Care and Social Assistance,8.204885130000001
2023Q4,Queensland,Manufacturing,3.84190325
2023Q4,Queensland,"Professional, Scientific and Technical Services",9.70416903
2023Q4,Victoria,Accommodation and Food Services,12.858704719999999
2023Q4,Victoria,Construction,5.28885103
2023Q4,Victoria,Education and Training,3.1514514300000003
2023Q4,Victoria,Health Care and Social Assistance,8.97281081
2023Q4,Victoria,Manufacturing,4.78556362
2023Q4,Victoria,"Professional, Scientific and Technical Services",6.473751849999999
2024Q1,New South Wales,Accommodation and Food Services,14.63050593
2024Q1,New South Wales,Construction,13.47280276
2024Q1,New South Wales,Education and Training,9.631256480000001
2024Q1,New South Wales,Health Care and Social Assistance,7.81973266
2024Q1,New South Wales,Manufacturing,6.65311584
2024Q1,New South Wales,"Professional, Scientific and Technical Services",11.72092197
2024Q1,Queensland,Accommodation and Food Services,12.71414159
2024Q1,Queensland,Construction,8.7295927
2024Q1,Queensland,Education and Training,4.79179586
2024Q1,Queensland,Health Care and Social Assistance,9.63532474
2024Q1,Queensland,Manufacturing,7.0304378
2024Q1,Queensland,"Professional, Scientific and Technical Services",6.8400431699999995
2024Q1,Victoria,Accommodation and Food Services,18.43587742
2024Q1,Victoria,Construction,9.41049061
2024Q1,Victoria,Education and Training,8.459379949999999
2024Q1,Victoria,Health Care and Social Assistance,10.48286277
2024Q1,Victoria,Manufacturing,12.01563786
2024Q1,Victoria,"Professional, Scientific and Technical Services",10.96310535
2024Q2,New South Wales,Accommodation and Food Services,12.531971740000001
2024Q2,New South Wales,Construction,10.98047714
2024Q2,New South Wales,Education and Training,3.98976986
2024Q2,New South Wales,Health Care and Social Assistance,9.7408977
2024Q2,New South Wales,Manufacturing,6.71537311
2024Q2,New South Wales,"Professional, Scientific and Technical Services",11.86011628
2024Q2,Queensland,Accommodation and Food Services,12.14596719
2024Q2,Queensland,Construction,5.72231251
2024Q2,Queensland,Education and Training,3.11360664
2024Q2,Queensland,Health Care and Social Assistance,7.9083855199999995
2024Q2,Queensland,Manufacturing,6.3149063100000005
2024Q2,Queensland,"Professional, Scientific and Technical Services",3.79031363
2024Q2,Victoria,Accommodation and Food Services,12.48396995
2024Q2,Victoria,Construction,6.56714322
2024Q2,Victoria,Education and Training,3.62506437
2024Q2,Victoria,Health Care and Social Assistance,7.350855360000001
2024Q2,Victoria,Manufacturing,11.1979405
2024Q2,Victoria,"Professional, Scientific and Technical Services",10.57477258
2024Q3,New South Wales,Accommodation and Food Services,20.20426779
2024Q3,New South Wales,Construction,11.59977874
2024Q3,New South Wales,Education and Training,6.59429923
2024Q3,New South Wales,Health Care and Social Assistance,7.70116352
2024Q3,New South Wales,Manufacturing,4.65115299
2024Q3,New South Wales,"Professional, Scientific and Technical Services",11.26769543
2024Q3,Queensland,Accommodation and Food Services,7.069607550000001
2024Q3,Queensland,Construction,10.8338129
2024Q3,Queensland,Education and Training,4.68371161
2024Q3,Queensland,Health Care and Social Assistance,11.066298289999999
2024Q3,Queensland,Manufacturing,5.7540058400000005
2024Q3,Queensland,"Professional, Scientific and Technical Services",5.39120709
2024Q3,Victoria,Accommodation and Food Services,17.20743674
2024Q3,Victoria,Construction,8.16731741
2024Q3,Victoria,Education and Training,5.671820009999999
2024Q3,Victoria,Health Care and Social Assistance,13.744451289999999
2024Q3,Victoria,Manufacturing,7.26580258
2024Q3,Victoria,"Professional, Scientific and Technical Services",7.7862561800000005
2024Q4,New South Wales,Accommodation and Food Services,13.13651148
2024Q4,New South Wales,Construction,6.75871156
2024Q4,New South Wales,Education and Training,6.5073745
2024Q4,New South Wales,Health Care and Social Assistance,11.915226129999999
2024Q4,New South Wales,Manufacturing,6.7244081300000005
2024Q4,New South Wales,"Professional, Scientific and Technical Services",9.4171454
2024Q4,Queensland,Accommodation and Food Services,9.06302196
2024Q4,Queensland,Construction,5.06917851
2024Q4,Queensland,Education and Training,2.7085010499999997
2024Q4,Queensland,Health Care and Social Assistance,8.7496551
2024Q4,Queensland,Manufacturing,3.5190481599999996
2024Q4,Queensland,"Professional, Scientific and Technical Services",4.17026404
2024Q4,Victoria,Accommodation and Food Services,13.68295581
2024Q4,Victoria,Construction,8.41691555
2024Q4,Victoria,Education and Training,2.78426525
2024Q4,Victoria,Health Care and Social Assistance,9.34752061
2024Q4,Victoria,Manufacturing,7.1733667699999994
2024Q4,Victoria,"Professional, Scientific and Technical Services",9.46704786
2025Q1,New South Wales,Accommodation and Food Services,17.335400970000002
2025Q1,New South Wales,Construction,9.30128516
2025Q1,New South Wales,Education and Training,8.02316531
2025Q1,New South Wales,Health Care and Social Assistance,11.854778699999999
2025Q1,New South Wales,Manufacturing,9.378387329999999
2025Q1,New South Wales,"Professional, Scientific and Technical Services",15.6639015
2025Q1,Queensland,Accommodation and Food Services,9.42924367
2025Q1,Queensland,Construction,8.10271818
2025Q1,Queensland,Education and Training,6.28631825
2025Q1,Queensland,Health Care and Social Assistance,6.836941110000001
2025Q1,Queensland,Manufacturing,6.77630521
2025Q1,Queensland,"Professional, Scientific and Technical Services",8.58409227
2025Q1,Victoria,Accommodation and Food Services,19.858719479999998
2025Q1,Victoria,Construction,9.4314664
2025Q1,Victoria,Education and Training,6.422291830000001
2025Q1,Victoria,Health Care and Social Assistance,15.32625959
2025Q1,Victoria,Manufacturing,9.49250644
2025Q1,Victoria,"Professional, Scientific and Technical Services",15.55691957
2025Q2,New South Wales,Accommodation and Food Services,11.97882719
2025Q2,New South Wales,Construction,9.580035500000001
2025Q2,New South Wales,Education and Training,9.930275550000001
2025Q2,New South Wales,Health Care and Social Assistance,9.66108661
2025Q2,New South Wales,Manufacturing,10.64977523
2025Q2,New South Wales,"Professional, Scientific and Technical Services",9.304871
2025Q2,Queensland,Accommodation and Food Services,14.322967640000002
2025Q2,Queensland,Construction,3.59576868
2025Q2,Queensland,Education and Training,3.5091554900000004
2025Q2,Queensland,Health Care and Social Assistance,2.77792467
2025Q2,Queensland,Manufacturing,3.73289167
2025Q2,Queensland,"Professional, Scientific and Technical Services",6.60925286
2025Q2,Victoria,Accommodation and Food Services,9.50953799
2025Q2,Victoria,Construction,5.20275653
2025Q2,Victoria,Education and Training,7.809565320000001
2025Q2,Victoria,Health Care and Social Assistance,9.15775366
2025Q2,Victoria,Manufacturing,9.8976464
2025Q2,Victoria,"Professional, Scientific and Technical Services",10.05801214
2025Q3,New South Wales,Accommodation and Food Services,10.82487969
2025Q3,New South Wales,Construction,5.96054517
2025Q3,New South Wales,Education and Training,6.09692757
2025Q3,New South Wales,Health Care and Social Assistance,10.16860426
2025Q3,New South Wales,Manufacturing,9.420854949999999
2025Q3,New South Wales,"Professional, Scientific and Technical Services",12.05218354
2025Q3,Queensland,Accommodation and Food Services,15.69717814
2025Q3,Queensland,Construction,11.76304191
2025Q3,Queensland,Education and Training,1.72634453
2025Q3,Queensland,Health Care and Social Assistance,4.21565001
2025Q3,Queensland,Manufacturing,4.9351565
2025Q3,Queensland,"Professional, Scientific and Technical Services",10.39734209
2025Q3,Victoria,Accommodation and Food Services,13.18202164
2025Q3,Victoria,Construction,9.96373016
2025Q3,Victoria,Education and Training,6.8588258799999995
2025Q3,Victoria,Health Care and Social Assistance,18.37952391
2025Q3,Victoria,Manufacturing,9.01549258
2025Q3,Victoria,"Professional, Scientific and Technical Services",15.22388639
2025Q4,New South Wales,Accommodation and Food Services,17.77916412
2025Q4,New South Wales,Construction,7.456239910000001
2025Q4,New South Wales,Education and Training,5.64471218
2025Q4,New South Wales,Health Care and Social Assistance,16.84486529
2025Q4,New South Wales,Manufacturing,5.8804180399999995
2025Q4,New South Wales,"Professional, Scientific and Technical Services",6.05485075
2025Q4,Queensland,Accommodation and Food Services,13.1939152
2025Q4,Queensland,Construction,5.763843250000001
2025Q4,Queensland,Education and Training,4.883666140000001
2025Q4,Queensland,Health Care and Social Assistance,8.59737359
2025Q4,Queensland,Manufacturing,5.53179588
2025Q4,Queensland,"Professional, Scientific and Technical Services",7.30235351
2025Q4,Victoria,Accommodation and Food Services,9.89209549
2025Q4,Victoria,Construction,8.14057397
2025Q4,Victoria,Education and Training,9.66192591
2025Q4,Victoria,Health Care and Social Assistance,13.9653703
2025Q4,Victoria,Manufacturing,4.71335084
2025Q4,Victoria,"Professional, Scientific and Technical Services",16.75119982
2026Q1,New South Wales,Accommodation and Food Services,18.64009516
2026Q1,New South Wales,Construction,9.67896708
2026Q1,New South Wales,Education and Training,7.3576431
2026Q1,New South Wales,Health Care and Social Assistance,11.415860949999999
2026Q1,New South Wales,Manufacturing,9.50858047
2026Q1,New South Wales,"Professional, Scientific and Technical Services",11.84019005
2026Q1,Queensland,Accommodation and Food Services,17.19227279
2026Q1,Queensland,Construction,9.068020180000001
2026Q1,Queensland,Education and Training,4.75655898
2026Q1,Queensland,Health Care and Social Assistance,11.8121022
2026Q1,Queensland,Manufacturing,4.90288559
2026Q1,Queensland,"Professional, Scientific and Technical Services",9.04786211
2026Q1,Victoria,Accommodation and Food Services,12.8381321
2026Q1,Victoria,Construction,10.04465542
2026Q1,Victoria,Education and Training,10.7468562
2026Q1,Victoria,Health Care and Social Assistance,8.82587345
2026Q1,Victoria,Manufacturing,11.679678599999999
2026Q1,Victoria,"Professional, Scientific and Technical Services",12.08682598
