date,state,industry,unemployed_thousands
2005Q2,New South Wales,Accommodation and Food Services,10.323459269999999
2005Q2,New South Wales,Construction,10.791109460000001
2005Q2,New South Wales,Education and Training,3.3473181400000005
2005Q2,New South Wales,Health Care and Social Assistance,8.59997187
2005Q2,New South Wales,Manufacturing,13.66353146
2005Q2,New South Wales,"Professional, Scientific and Technical Services",4.25485521
2005Q2,Queensland,Accommodation and Food Services,9.92365344
2005Q2,Queensland,Construction,7.49926266
2005Q2,Queensland,Education and Training,2.75226322
2005Q2,Queensland,Health Care and Social Assistance,4.36369911
2005Q2,Queensland,Manufacturing,6.18031898
2005Q2,Queensland,"Professional, Scientific and Technical Services",3.85762013
2005Q2,Victoria,Accommodation and Food Services,10.75280134
2005Q2,Victoria,Construction,3.9736314
2005Q2,Victoria,Education and Training,2.31409391
2005Q2,Victoria,Health Care and Social Assistance,5.59386873
2005Q2,Victoria,Manufacturing,14.742377209999999
2005Q2,Victoria,"Professional, Scientific and Technical Services",3.8810845900000004
2005Q3,New South Wales,Accommodation and Food Services,7.5856331400000006
2005Q3,New South Wales,Construction,9.64571015
2005Q3,New South Wales,Education and Training,3.15064016
2005Q3,New South Wales,Health Care and Social Assistance,5.57883238
2005Q3,New South Wales,Manufacturing,11.19784593
2005Q3,New South Wales,"Professional, Scientific and Technical Services",5.32391005
2005Q3,Queensland,Accommodation and Food Services,8.42014925
2005Q3,Queensland,Construction,6.56132696
2005Q3,Queensland,Education and Training,3.29635774
2005Q3,Queensland,Health Care and Social Assistance,2.7118818399999998
2005Q3,Queensland,Manufacturing,8.66237318
2005Q3,Queensland,"Professional, Scientific and Technical Services",0.96678862
2005Q3,Victoria,Accommodation and Food Services,9.30021481
2005Q3,Victoria,Construction,5.859827269999999
2005Q3,Victoria,Education and Training,1.95680035
2005Q3,Victoria,Health Care and Social Assistance,3.58979786
2005Q3,Victoria,Manufacturing,13.26300951
2005Q3,Victoria,"Professional, Scientific and Technical Services",2.8401829000000003
2005Q4,New South Wales,Accommodation and Food Services,8.02027121
2005Q4,New South Wales,Construction,12.1692842
2005Q4,New South Wales,Education and Training,4.54177644
2005Q4,New South Wales,Health Care and Social Assistance,4.95890047
2005Q4,New South Wales,Manufacturing,15.75298883
2005Q4,New South Wales,"Professional, Scientific and Technical Services",3.48206778
2005Q4,Queensland,Accommodation and Food Services,5.70083405
2005Q4,Queensland,Construction,7.46833658
2005Q4,Queensland,Education and Training,2.19433521
2005Q4,Queensland,Health Care and Social Assistance,2.95955351
2005Q4,Queensland,Manufacturing,5.334291090000001
2005Q4,Queensland,"Professional, Scientific and Technical Services",1.91099775
2005Q4,Victoria,Accommodation and Food Services,7.6550841
2005Q4,Victoria,Construction,4.75280418
2005Q4,Victoria,Education and Training,3.29334493
2005Q4,Victoria,Health Care and Social Assistance,2.53375861
2005Q4,Victoria,Manufacturing,14.13913557
2005Q4,Victoria,"Professional, Scientific and Technical Services",3.88911037
2006Q1,New South Wales,Accommodation and Food Services,14.41905071
2006Q1,New South Wales,Construction,6.855473480000001
2006Q1,New South Wales,Education and Training,7.9378913099999995
2006Q1,New South Wales,Health Care and Social Assistance,6.36941187
2006Q1,New South Wales,Manufacturing,13.453446379999999
2006Q1,New South Wales,"Professional, Scientific and Technical Services",5.44734766
2006Q1,Queensland,Accommodation and Food Services,9.84737816
2006Q1,Queensland,Construction,7.17091518
2006Q1,Queensland,Education and Training,4.46985338
2006Q1,Queensland,Health Care and Social Assistance,6.53692783
2006Q1,Queensland,Manufacturing,7.31726864
2006Q1,Queensland,"Professional, Scientific and Technical Services",3.0981176799999997
2006Q1,Victoria,Accommodation and Food Services,9.47497617
2006Q1,Victoria,Construction,6.41672758
2006Q1,Victoria,Education and Training,4.9171220600000005
2006Q1,Victoria,Health Care and Social Assistance,5.28821131
2006Q1,Victoria,Manufacturing,14.453152620000001
2006Q1,Victoria,"Professional, Scientific and Technical Services",5.17812063
2006Q2,New South Wales,Accommodation and Food Services,14.335235430000001
2006Q2,New South Wales,Construction,12.59493057
2006Q2,New South Wales,Education and Training,2.92335002
2006Q2,New South Wales,Health Care and Social Assistance,6.53370901
2006Q2,New South Wales,Manufacturing,9.092445159999999
2006Q2,New South Wales,"Professional, Scientific and Technical Services",4.77743013
2006Q2,Queensland,Accommodation and Food Services,7.18175196
2006Q2,Queensland,Construction,7.13998017
2006Q2,Queensland,Education and Training,4.01090528
2006Q2,Queensland,Health Care and Social Assistance,5.78374358
2006Q2,Queensland,Manufacturing,6.1139765299999995
2006Q2,Queensland,"Professional, Scientific and Technical Services",2.40196907
2006Q2,Victoria,Accommodation and Food Services,8.686384870000001
2006Q2,Victoria,Construction,6.76309797
2006Q2,Victoria,Education and Training,1.52048803
2006Q2,Victoria,Health Care and Social Assistance,3.21362318
2006Q2,Victoria,Manufacturing,13.72864627
2006Q2,Victoria,"Professional, Scientific and Technical Services",4.61302597
2006Q3,New South Wales,Accommodation and Food Services,15.04002825
2006Q3,New South Wales,Construction,12.397396559999999
2006Q3,New South Wales,Education and Training,3.12301755
2006Q3,New South Wales,Health Care and Social Assistance,5.86170703
2006Q3,New South Wales,Manufacturing,10.47538269
2006Q3,New South Wales,"Professional, Scientific and Technical Services",4.41019164
2006Q3,Queensland,Accommodation and Food Services,8.56038851
2006Q3,Queensland,Construction,4.5212382
2006Q3,Queensland,Education and Training,2.8036142799999997
2006Q3,Queensland,Health Care and Social Assistance,3.6268321500000003
2006Q3,Queensland,Manufacturing,4.86169662
2006Q3,Queensland,"Professional, Scientific and Technical Services",2.3548845
2006Q3,Victoria,Accommodation and Food Services,8.19328573
2006Q3,Victoria,Construction,8.29961316
2006Q3,Victoria,Education and Training,2.48547586
2006Q3,Victoria,Health Care and Social Assistance,3.0186715299999998
2006Q3,Victoria,Manufacturing,10.645959649999998
2006Q3,Victoria,"Professional, Scientific and Technical Services",3.8340452799999998
2006Q4,New South Wales,Accommodation and Food Services,9.66769449
2006Q4,New South Wales,Construction,9.47919429
2006Q4,New South Wales,Education and Training,2.77203203
2006Q4,New South Wales,Health Care and Social Assistance,4.90236323
2006Q4,New South Wales,Manufacturing,10.53479299
2006Q4,New South Wales,"Professional, Scientific and Technical Services",2.31907275
2006Q4,Queensland,Accommodation and Food Services,7.46573448
2006Q4,Queensland,Construction,6.45754906
2006Q4,Queensland,Education and Training,2.13847337
2006Q4,Queensland,Health Care and Social Assistance,4.10938981
2006Q4,Queensland,Manufacturing,3.5296944700000004
2006Q4,Queensland,"Professional, Scientific and Technical Services",1.04567102
2006Q4,Victoria,Accommodation and Food Services,8.40444537
2006Q4,Victoria,Construction,4.02258834
2006Q4,Victoria,Education and Training,1.69196565
2006Q4,Victoria,Health Care and Social Assistance,5.16368277
2006Q4,Victoria,Manufacturing,6.17632165
2006Q4,Victoria,"Professional, Scientific and Technical Services",3.65049297
2007Q1,New South Wales,Accommodation and Food Services,11.84678963
2007Q1,New South Wales,Construction,11.457701129999998
2007Q1,New South Wales,Education and Training,6.728626279999999
2007Q1,New South Wales,Health Care and Social Assistance,9.51120325
2007Q1,New South Wales,Manufacturing,13.93713525
2007Q1,New South Wales,"Professional, Scientific and Technical Services",5.85320649
2007Q1,Queensland,Accommodation and Food Services,9.04626786
2007Q1,Queensland,Construction,7.53509109
2007Q1,Queensland,Education and Training,3.30740325
2007Q1,Queensland,Health Care and Social Assistance,6.35755622
2007Q1,Queensland,Manufacturing,7.74384227
2007Q1,Queensland,"Professional, Scientific and Technical Services",1.58282772
2007Q1,Victoria,Accommodation and Food Services,9.399715780000001
2007Q1,Victoria,Construction,9.44396722
2007Q1,Victoria,Education and Training,3.4207715
2007Q1,Victoria,Health Care and Social Assistance,6.66484555
2007Q1,Victoria,Manufacturing,13.93690943
2007Q1,Victoria,"Professional, Scientific and Technical Services",3.67154499
2007Q2,New South Wales,Accommodation and Food Services,12.01648715
2007Q2,New South Wales,Construction,9.73281141
2007Q2,New South Wales,Education and Training,2.78519856
2007Q2,New South Wales,Health Care and Social Assistance,6.631491519999999
2007Q2,New South Wales,Manufacturing,13.508397239999999
2007Q2,New South Wales,"Professional, Scientific and Technical Services",5.1414596999999995
2007Q2,Queensland,Accommodation and Food Services,5.7779712
2007Q2,Queensland,Construction,5.31703173
2007Q2,Queensland,Education and Training,2.44373588
2007Q2,Queensland,Health Care and Social Assistance,2.48316292
2007Q2,Queensland,Manufacturing,5.954953939999999
2007Q2,Queensland,"Professional, Scientific and Technical Services",0.74733498
2007Q2,Victoria,Accommodation and Food Services,8.566944620000001
2007Q2,Victoria,Construction,6.10248536
2007Q2,Victoria,Education and Training,0.86888887
2007Q2,Victoria,Health Care and Social Assistance,5.64872585
2007Q2,Victoria,Manufacturing,12.71388916
2007Q2,Victoria,"Professional, Scientific and Technical Services",3.61833701
2007Q3,New South Wales,Accommodation and Food Services,10.757305070000001
2007Q3,New South Wales,Construction,6.85599631
2007Q3,New South Wales,Education and Training,2.10222944
2007Q3,New South Wales,Health Care and Social Assistance,7.26447185
2007Q3,New South Wales,Manufacturing,11.16152316
2007Q3,New South Wales,"Professional, Scientific and Technical Services",3.37448367
2007Q3,Queensland,Accommodation and Food Services,7.326420489999999
2007Q3,Queensland,Construction,6.16791769
2007Q3,Queensland,Education and Training,2.49789554
2007Q3,Queensland,Health Care and Social Assistance,2.21579506
2007Q3,Queensland,Manufacturing,4.17851177
2007Q3,Queensland,"Professional, Scientific and Technical Services",1.22036281
2007Q3,Victoria,Accommodation and Food Services,12.90896144
2007Q3,Victoria,Construction,5.3581875199999995
2007Q3,Victoria,Education and Training,1.98265973
2007Q3,Victoria,Health Care and Social Assistance,3.8554448600000004
2007Q3,Victoria,Manufacturing,10.12091084
2007Q3,Victoria,"Professional, Scientific and Technical Services",2.80049066
2007Q4,New South Wales,Accommodation and Food Services,8.98145404
2007Q4,New South Wales,Construction,8.43794641
2007Q4,New South Wales,Education and Training,3.2587271199999996
2007Q4,New South Wales,Health Care and Social Assistance,5.50799083
2007Q4,New South Wales,Manufacturing,8.708841379999999
2007Q4,New South Wales,"Professional, Scientific and Technical Services",5.12247542
2007Q4,Queensland,Accommodation and Food Services,6.9873279
2007Q4,Queensland,Construction,3.72752604
2007Q4,Queensland,Education and Training,1.8121488399999999
2007Q4,Queensland,Health Care and Social Assistance,2.6360195099999997
2007Q4,Queensland,Manufacturing,6.98926825
2007Q4,Queensland,"Professional, Scientific and Technical Services",2.39927738
2007Q4,Victoria,Accommodation and Food Services,14.48980022
2007Q4,Victoria,Construction,3.70795962
2007Q4,Victoria,Education and Training,2.9374091
2007Q4,Victoria,Health Care and Social Assistance,4.28058878
2007Q4,Victoria,Manufacturing,8.968394530000001
2007Q4,Victoria,"Professional, Scientific and Technical Services",4.24211775
2008Q1,New South Wales,Accommodation and Food Services,13.984397269999999
2008Q1,New South Wales,Construction,5.42135851
2008Q1,New South Wales,Education and Training,6.50429448
2008Q1,New South Wales,Health Care and Social Assistance,7.9770891299999995
2008Q1,New South Wales,Manufacturing,11.84972167
2008Q1,New South Wales,"Professional, Scientific and Technical Services",4.68435669
2008Q1,Queensland,Accommodation and Food Services,6.74810068
2008Q1,Queensland,Construction,4.9357789
2008Q1,Queensland,Education and Training,2.0961237600000002
2008Q1,Queensland,Health Care and Social Assistance,7.2672982699999995
2008Q1,Queensland,Manufacturing,7.79311943
2008Q1,Queensland,"Professional, Scientific and Technical Services",3.4752789899999996
2008Q1,Victoria,Accommodation and Food Services,12.673654760000002
2008Q1,Victoria,Construction,4.98617509
2008Q1,Victoria,Education and Training,5.50220576
2008Q1,Victoria,Health Care and Social Assistance,3.22070722
2008Q1,Victoria,Manufacturing,6.98922135
2008Q1,Victoria,"Professional, Scientific and Technical Services",6.301913890000001
2008Q2,New South Wales,Accommodation and Food Services,14.832129600000002
2008Q2,New South Wales,Construction,10.8579934
2008Q2,New South Wales,Education and Training,2.7827314600000004
2008Q2,New South Wales,Health Care and Social Assistance,6.37006301
2008Q2,New South Wales,Manufacturing,11.727478770000001
2008Q2,New South Wales,"Professional, Scientific and Technical Services",3.6891872599999997
2008Q2,Queensland,Accommodation and Food Services,5.76259679
2008Q2,Queensland,Construction,5.33434675
2008Q2,Queensland,Education and Training,2.12863905
2008Q2,Queensland,Health Care and Social Assistance,4.3507873
2008Q2,Queensland,Manufacturing,7.41692767
2008Q2,Queensland,"Professional, Scientific and Technical Services",2.61015747
2008Q2,Victoria,Accommodation and Food Services,7.85714475
2008Q2,Victoria,Construction,5.062826210000001
2008Q2,Victoria,Education and Training,1.377931
2008Q2,Victoria,Health Care and Social Assistance,3.6484642
2008Q2,Victoria,Manufacturing,10.45181602
2008Q2,Victoria,"Professional, Scientific and Technical Services",3.8801896399999998
2008Q3,New South Wales,Accommodation and Food Services,13.47492286
2008Q3,New South Wales,Construction,11.32528644
2008Q3,New South Wales,Education and Training,3.92433038
2008Q3,New South Wales,Health Care and Social Assistance,6.285197139999999
2008Q3,New South Wales,Manufacturing,7.35554651
2008Q3,New South Wales,"Professional, Scientific and Technical Services",3.4058934
2008Q3,Queensland,Accommodation and Food Services,4.5717760599999995
2008Q3,Queensland,Construction,6.015505839999999
2008Q3,Queensland,Education and Training,0.96787586
2008Q3,Queensland,Health Care and Social Assistance,2.34472062
2008Q3,Queensland,Manufacturing,6.50366693
2008Q3,Queensland,"Professional, Scientific and Technical Services",0.45819612
2008Q3,Victoria,Accommodation and Food Services,8.16840123
2008Q3,Victoria,Construction,4.87986482
2008Q3,Victoria,Education and Training,1.89854606
2008Q3,Victoria,Health Care and Social Assistance,1.9246271799999999
2008Q3,Victoria,Manufacturing,4.59314655
2008Q3,Victoria,"Professional, Scientific and Technical Services",6.16373625
2008Q4,New South Wales,Accommodation and Food Services,16.77705953
2008Q4,New South Wales,Construction,11.02688769
2008Q4,New South Wales,Education and Training,2.60988174
2008Q4,New South Wales,Health Care and Social Assistance,8.46217119
2008Q4,New South Wales,Manufacturing,8.471690070000001
2008Q4,New South Wales,"Professional, Scientific and Technical Services",5.79893869
2008Q4,Queensland,Accommodation and Food Services,7.4588309299999995
2008Q4,Queensland,Construction,7.79164293
2008Q4,Queensland,Education and Training,0.51625663
2008Q4,Queensland,Health Care and Social Assistance,2.63918738
2008Q4,Queensland,Manufacturing,5.04632116
2008Q4,Queensland,"Professional, Scientific and Technical Services",1.48247956
2008Q4,Victoria,Accommodation and Food Services,7.48569872
2008Q4,Victoria,Construction,6.34516221
2008Q4,Victoria,Education and Training,2.8820923499999997
2008Q4,Victoria,Health Care and Social Assistance,3.7628338599999998
2008Q4,Victoria,Manufacturing,9.3043638
2008Q4,Victoria,"Professional, Scientific and Technical Services",3.03895601
2009Q1,New South Wales,Accommodation and Food Services,20.60029002
2009Q1,New South Wales,Construction,15.24982303
2009Q1,New South Wales,Education and Training,8.34798872
2009Q1,New South Wales,Health Care and Social Assistance,10.26136409
2009Q1,New South Wales,Manufacturing,17.17225128
2009Q1,New South Wales,"Professional, Scientific and Technical Services",9.0281388
2009Q1,Queensland,Accommodation and Food Services,14.02409897
2009Q1,Queensland,Construction,8.11049712
2009Q1,Queensland,Education and Training,2.77539543
2009Q1,Queensland,Health Care and Social Assistance,5.514155779999999
2009Q1,Queensland,Manufacturing,14.1772045
2009Q1,Queensland,"Professional, Scientific and Technical Services",3.48564469
2009Q1,Victoria,Accommodation and Food Services,14.39760399
2009Q1,Victoria,Construction,13.1266768
2009Q1,Victoria,Education and Training,5.01615943
2009Q1,Victoria,Health Care and Social Assistance,8.41229599
2009Q1,Victoria,Manufacturing,21.19059247
2009Q1,Victoria,"Professional, Scientific and Technical Services",8.51839833
2009Q2,New South Wales,Accommodation and Food Services,19.65452137
2009Q2,New South Wales,Construction,17.52127333
2009Q2,New South Wales,Education and Training,4.24382075
2009Q2,New South Wales,Health Care and Social Assistance,5.62816884
2009Q2,New South Wales,Manufacturing,15.494070399999998
2009Q2,New South Wales,"Professional, Scientific and Technical Services",7.71028317
2009Q2,Queensland,Accommodation and Food Services,10.918286010000001
2009Q2,Queensland,Construction,14.12107192
2009Q2,Queensland,Education and Training,3.20207324
2009Q2,Queensland,Health Care and Social Assistance,6.80375487
2009Q2,Queensland,Manufacturing,10.45537036
2009Q2,Queensland,"Professional, Scientific and Technical Services",4.01589305
2009Q2,Victoria,Accommodation and Food Services,9.51257252
2009Q2,Victoria,Construction,6.73612704
2009Q2,Victoria,Education and Training,4.0371239800000005
2009Q2,Victoria,Health Care and Social Assistance,3.95046002
2009Q2,Victoria,Manufacturing,21.35598706
2009Q2,Victoria,"Professional, Scientific and Technical Services",8.54979174
2009Q3,New South Wales,Accommodation and Food Services,15.86854885
2009Q3,New South Wales,Construction,13.753464829999999
2009Q3,New South Wales,Education and Training,4.491190189999999
2009Q3,New South Wales,Health Care and Social Assistance,7.5087947
2009Q3,New South Wales,Manufacturing,17.294859119999998
2009Q3,New South Wales,"Professional, Scientific and Technical Services",12.62666522
2009Q3,Queensland,Accommodation and Food Services,10.31761107
2009Q3,Queensland,Construction,11.049461729999999
2009Q3,Queensland,Education and Training,2.34814888
2009Q3,Queensland,Health Care and Social Assistance,5.57706813
2009Q3,Queensland,Manufacturing,10.67163174
2009Q3,Queensland,"Professional, Scientific and Technical Services",3.4480421000000003
2009Q3,Victoria,Accommodation and Food Services,12.3184572
2009Q3,Victoria,Construction,13.74741225
2009Q3,Victoria,Education and Training,3.31672179
2009Q3,Victoria,Health Care and Social Assistance,4.58309116
2009Q3,Victoria,Manufacturing,13.083408499999999
2009Q3,Victoria,"Professional, Scientific and Technical Services",5.55825392
2009Q4,New South Wales,Accommodation and Food Services,15.23211509
2009Q4,New South Wales,Construction,14.359021940000002
2009Q4,New South Wales,Education and Training,3.76657001
2009Q4,New South Wales,Health Care and Social Assistance,4.27764748
2009Q4,New South Wales,Manufacturing,16.17830473
2009Q4,New South Wales,"Professional, Scientific and Technical Services",11.64868496
2009Q4,Queensland,Accommodation and Food Services,10.75051756
2009Q4,Queensland,Construction,10.77688396
2009Q4,Queensland,Education and Training,2.65610826
2009Q4,Queensland,Health Care and Social Assistance,6.51198595
2009Q4,Queensland,Manufacturing,6.953573670000001
2009Q4,Queensland,"Professional, Scientific and Technical Services",3.51900083
2009Q4,Victoria,Accommodation and Food Services,9.66014202
2009Q4,Victoria,Construction,6.805696419999999
2009Q4,Victoria,Education and Training,3.07268649
2009Q4,Victoria,Health Care and Social Assistance,2.77454279
2009Q4,Victoria,Manufacturing,18.87637848
2009Q4,Victoria,"Professional, Scientific and Technical Services",4.59832667
2010Q1,New South Wales,Accommodation and Food Services,17.701712970000003
2010Q1,New South Wales,Construction,11.54190665
2010Q1,New South Wales,Education and Training,6.76866521
2010Q1,New South Wales,Health Care and Social Assistance,6.316506110000001
2010Q1,New South Wales,Manufacturing,14.80767029
2010Q1,New South Wales,"Professional, Scientific and Technical Services",10.27009642
2010Q1,Queensland,Accommodation and Food Services,12.27462242
2010Q1,Queensland,Construction,13.181074500000001
2010Q1,Queensland,Education and Training,7.3160443
2010Q1,Queensland,Health Care and Social Assistance,3.6456891099999997
2010Q1,Queensland,Manufacturing,9.84645083
2010Q1,Queensland,"Professional, Scientific and Technical Services",4.60787312
2010Q1,Victoria,Accommodation and Food Services,9.52465158
2010Q1,Victoria,Construction,6.6814284
2010Q1,Victoria,Education and Training,5.18884098
2010Q1,Victoria,Health Care and Social Assistance,6.37114095
2010Q1,Victoria,Manufacturing,18.06428395
2010Q1,Victoria,"Professional, Scientific and Technical Services",7.6325761
2010Q2,New South Wales,Accommodation and Food Services,18.26900664
2010Q2,New South Wales,Construction,10.08436759
2010Q2,New South Wales,Education and Training,2.95930591
2010Q2,New South Wales,Health Care and Social Assistance,5.53173489
2010Q2,New South Wales,Manufacturing,12.9323923
2010Q2,New South Wales,"Professional, Scientific and Technical Services",8.648984760000001
2010Q2,Queensland,Accommodation and Food Services,13.62858969
2010Q2,Queensland,Construction,10.11298354
2010Q2,Queensland,Education and Training,2.83352929
2010Q2,Queensland,Health Care and Social Assistance,4.82849082
2010Q2,Queensland,Manufacturing,10.68216715
2010Q2,Queensland,"Professional, Scientific and Technical Services",3.65646059
2010Q2,Victoria,Accommodation and Food Services,14.90013393
2010Q2,Victoria,Construction,10.17506317
2010Q2,Victoria,Education and Training,5.82334256
2010Q2,Victoria,Health Care and Social Assistance,5.882540049999999
2010Q2,Victoria,Manufacturing,11.89390119
2010Q2,Victoria,"Professional, Scientific and Technical Services",3.72891185
2010Q3,New South Wales,Accommodation and Food Services,10.20799918
2010Q3,New South Wales,Construction,8.98572712
2010Q3,New South Wales,Education and Training,3.51864033
2010Q3,New South Wales,Health Care and Social Assistance,4.37621567
2010Q3,New South Wales,Manufacturing,11.2935041
2010Q3,New South Wales,"Professional, Scientific and Technical Services",5.777160350000001
2010Q3,Queensland,Accommodation and Food Services,11.49401052
2010Q3,Queensland,Construction,9.681044439999999
2010Q3,Queensland,Education and Training,2.8935834700000003
2010Q3,Queensland,Health Care and Social Assistance,6.28943183
2010Q3,Queensland,Manufacturing,8.73774232
2010Q3,Queensland,"Professional, Scientific and Technical Services",2.21608017
2010Q3,Victoria,Accommodation and Food Services,9.77709544
2010Q3,Victoria,Construction,6.12009451
2010Q3,Victoria,Education and Training,3.00840779
2010Q3,Victoria,Health Care and Social Assistance,5.20380279
2010Q3,Victoria,Manufacturing,8.9541344
2010Q3,Victoria,"Professional, Scientific and Technical Services",3.57916057
2010Q4,New South Wales,Accommodation and Food Services,8.389505620000001
2010Q4,New South Wales,Construction,7.14077025
2010Q4,New South Wales,Education and Training,3.0308243900000003
2010Q4,New South Wales,Health Care and Social Assistance,10.29329374
2010Q4,New South Wales,Manufacturing,9.80335486
2010Q4,New South Wales,"Professional, Scientific and Technical Services",4.13680362
2010Q4,Queensland,Accommodation and Food Services,9.07437797
2010Q4,Queensland,Construction,9.773773120000001
2010Q4,Queensland,Education and Training,2.97243938
2010Q4,Queensland,Health Care and Social Assistance,4.16414687
2010Q4,Queensland,Manufacturing,8.63751991
2010Q4,Queensland,"Professional, Scientific and Technical Services",3.11723734
2010Q4,Victoria,Accommodation and Food Services,10.512171930000001
2010Q4,Victoria,Construction,4.3864789
2010Q4,Victoria,Education and Training,3.1506391000000002
2010Q4,Victoria,Health Care and Social Assistance,4.9712660500000005
2010Q4,Victoria,Manufacturing,10.88332291
2010Q4,Victoria,"Professional, Scientific and Technical Services",4.20949818
2011Q1,New South Wales,Accommodation and Food Services,13.41308486
2011Q1,New South Wales,Construction,14.24756593
2011Q1,New South Wales,Education and Training,4.84389878
2011Q1,New South Wales,Health Care and Social Assistance,5.73715044
2011Q1,New South Wales,Manufacturing,7.80758871
2011Q1,New South Wales,"Professional, Scientific and Technical Services",9.25576613
2011Q1,Queensland,Accommodation and Food Services,15.374545609999998
2011Q1,Queensland,Construction,13.718169569999999
2011Q1,Queensland,Education and Training,6.47734975
2011Q1,Queensland,Health Care and Social Assistance,6.48600906
2011Q1,Queensland,Manufacturing,13.975429609999999
2011Q1,Queensland,"Professional, Scientific and Technical Services",4.88367298
2011Q1,Victoria,Accommodation and Food Services,12.934779930000001
2011Q1,Victoria,Construction,9.038116819999999
2011Q1,Victoria,Education and Training,5.70420079
2011Q1,Victoria,Health Care and Social Assistance,4.70528222
2011Q1,Victoria,Manufacturing,11.35272839
2011Q1,Victoria,"Professional, Scientific and Technical Services",4.07378927
2011Q2,New South Wales,Accommodation and Food Services,17.1454347
2011Q2,New South Wales,Construction,9.756859949999999
2011Q2,New South Wales,Education and Training,5.40847376
2011Q2,New South Wales,Health Care and Social Assistance,5.168499379999999
2011Q2,New South Wales,Manufacturing,11.19692929
2011Q2,New South Wales,"Professional, Scientific and Technical Services",7.18144926
2011Q2,Queensland,Accommodation and Food Services,12.12249609
2011Q2,Queensland,Construction,12.302942640000001
2011Q2,Queensland,Education and Training,3.12698593
2011Q2,Queensland,Health Care and Social Assistance,5.99139946
2011Q2,Queensland,Manufacturing,9.886605809999999
2011Q2,Queensland,"Professional, Scientific and Technical Services",3.92172923
2011Q2,Victoria,Accommodation and Food Services,7.61763101
2011Q2,Victoria,Construction,8.09335926
2011Q2,Victoria,Education and Training,1.56910239
2011Q2,Victoria,Health Care and Social Assistance,7.4119147100000005
2011Q2,Victoria,Manufacturing,8.65166292
2011Q2,Victoria,"Professional, Scientific and Technical Services",2.87301628
2011Q3,New South Wales,Accommodation and Food Services,15.07035013
2011Q3,New South Wales,Construction,9.31979297
2011Q3,New South Wales,Education and Training,4.29030866
2011Q3,New South Wales,Health Care and Social Assistance,7.223541089999999
2011Q3,New South Wales,Manufacturing,9.81105852
2011Q3,New South Wales,"Professional, Scientific and Technical Services",8.330563179999999
2011Q3,Queensland,Accommodation and Food Services,7.76682345
2011Q3,Queensland,Construction,12.30762076
2011Q3,Queensland,Education and Training,1.36588966
2011Q3,Queensland,Health Care and Social Assistance,8.07752634
2011Q3,Queensland,Manufacturing,6.77732397
2011Q3,Queensland,"Professional, Scientific and Technical Services",4.54224748
2011Q3,Victoria,Accommodation and Food Services,7.286823350000001
2011Q3,Victoria,Construction,7.37146932
2011Q3,Victoria,Education and Training,2.87019569
2011Q3,Victoria,Health Care and Social Assistance,4.6390601799999995
2011Q3,Victoria,Manufacturing,11.40268707
2011Q3,Victoria,"Professional, Scientific and Technical Services",2.38863218
2011Q4,New South Wales,Accommodation and Food Services,16.28512478
2011Q4,New South Wales,Construction,11.7450792
2011Q4,New South Wales,Education and Training,3.3128937599999997
2011Q4,New South Wales,Health Care and Social Assistance,5.5444574200000005
2011Q4,New South Wales,Manufacturing,9.99027967
2011Q4,New South Wales,"Professional, Scientific and Technical Services",8.531046199999999
2011Q4,Queensland,Accommodation and Food Services,12.32610405
2011Q4,Queensland,Construction,8.14110894
2011Q4,Queensland,Education and Training,2.9365652
2011Q4,Queensland,Health Care and Social Assistance,7.030490909999999
2011Q4,Queensland,Manufacturing,7.2624204599999995
2011Q4,Queensland,"Professional, Scientific and Technical Services",4.31894475
2011Q4,Victoria,Accommodation and Food Services,8.72917076
2011Q4,Victoria,Construction,6.81930325
2011Q4,Victoria,Education and Training,3.07959796
2011Q4,Victoria,Health Care and Social Assistance,5.84615187
2011Q4,Victoria,Manufacturing,9.17197291
2011Q4,Victoria,"Professional, Scientific and Technical Services",4.679554410000001
2012Q1,New South Wales,Accommodation and Food Services,19.76985765
2012Q1,New South Wales,Construction,12.60054025
2012Q1,New South Wales,Education and Training,5.44395653
2012Q1,New South Wales,Health Care and Social Assistance,9.18553436
2012Q1,New South Wales,Manufacturing,11.67016346
2012Q1,New South Wales,"Professional, Scientific and Technical Services",10.53085313
2012Q1,Queensland,Accommodation and Food Services,10.7623651
2012Q1,Queensland,Construction,12.73887314
2012Q1,Queensland,Education and Training,4.19174781
2012Q1,Queensland,Health Care and Social Assistance,10.82226026
2012Q1,Queensland,Manufacturing,8.71417824
2012Q1,Queensland,"Professional, Scientific and Technical Services",6.621752219999999
2012Q1,Victoria,Accommodation and Food Services,11.87004346
2012Q1,Victoria,Construction,11.474886159999999
2012Q1,Victoria,Education and Training,5.7508025
2012Q1,Victoria,Health Care and Social Assistance,7.4244547
2012Q1,Victoria,Manufacturing,12.29054085
2012Q1,Victoria,"Professional, Scientific and Technical Services",7.079335390000001
2012Q2,New South Wales,Accommodation and Food Services,12.9323599
2012Q2,New South Wales,Construction,12.96489605
2012Q2,New South Wales,Education and Training,1.90451893
2012Q2,New South Wales,Health Care and Social Assistance,8.42527998
2012Q2,New South Wales,Manufacturing,12.49034071
2012Q2,New South Wales,"Professional, Scientific and Technical Services",6.37503208
2012Q2,Queensland,Accommodation and Food Services,11.98906151
2012Q2,Queensland,Construction,12.17337274
2012Q2,Queensland,Education and Training,7.2141607
2012Q2,Queensland,Health Care and Social Assistance,6.05559099
